1453665227892,1776,HTTP Request,200,OK,JPA: read all entities 1-1,text,true,223764,1686
1453665229676,1492,HTTP Request,200,OK,JPA: read all entities 1-1,text,true,223764,1391
1453665231179,1708,HTTP Request,200,OK,JPA: read all entities 1-1,text,true,223764,1658
1453665232893,1830,HTTP Request,200,OK,JPA: read all entities 1-1,text,true,223764,1777
1453665234737,1987,HTTP Request,200,OK,JPA: read all entities 1-1,text,true,223764,1924
1453665236738,1418,HTTP Request,200,OK,JPA: read all entities 1-1,text,true,223764,1388
1453665238170,1265,HTTP Request,200,OK,JPA: read all entities 1-1,text,true,223763,1203
1453665239450,1979,HTTP Request,200,OK,JPA: read all entities 1-1,text,true,223764,1915
1453665241443,1713,HTTP Request,200,OK,JPA: read all entities 1-1,text,true,223764,1618
1453665243171,1881,HTTP Request,200,OK,JPA: read all entities 1-1,text,true,223764,1761
1453665245060,1555,HTTP Request,200,OK,JPA: read all entities 1-1,text,true,223764,1425
1453665246631,1717,HTTP Request,200,OK,JPA: read all entities 1-1,text,true,223764,1634
1453665248365,1281,HTTP Request,200,OK,JPA: read all entities 1-1,text,true,223764,1204
1453665249663,1405,HTTP Request,200,OK,JPA: read all entities 1-1,text,true,223764,1348
1453665251087,1556,HTTP Request,200,OK,JPA: read all entities 1-1,text,true,223764,1477
1453665252662,1303,HTTP Request,200,OK,JPA: read all entities 1-1,text,true,223763,1196
1453665253985,1341,HTTP Request,200,OK,JPA: read all entities 1-1,text,true,223763,1269
1453665255346,1627,HTTP Request,200,OK,JPA: read all entities 1-1,text,true,223764,1556
1453665256993,1167,HTTP Request,200,OK,JPA: read all entities 1-1,text,true,223763,1095
1453665258205,1141,HTTP Request,200,OK,JPA: read all entities 1-1,text,true,223763,1066
