1454952384323,542,Read all entries,200,OK,JPA: read all entities 1-1,text,true,29889,472
1454952384869,361,Read all entries,200,OK,JPA: read all entities 1-1,text,true,29888,331
1454952385237,264,Read all entries,200,OK,JPA: read all entities 1-1,text,true,29888,261
1454952385519,275,Read all entries,200,OK,JPA: read all entities 1-1,text,true,29888,269
1454952385813,291,Read all entries,200,OK,JPA: read all entities 1-1,text,true,29888,288
1454952386124,317,Read all entries,200,OK,JPA: read all entities 1-1,text,true,29888,309
1454952386469,320,Read all entries,200,OK,JPA: read all entities 1-1,text,true,29888,316
1454952386812,282,Read all entries,200,OK,JPA: read all entities 1-1,text,true,29888,279
1454952387118,275,Read all entries,200,OK,JPA: read all entities 1-1,text,true,29888,269
1454952387418,305,Read all entries,200,OK,JPA: read all entities 1-1,text,true,29888,296
1454952387752,263,Read all entries,200,OK,JPA: read all entities 1-1,text,true,29888,258
1454952388044,265,Read all entries,200,OK,JPA: read all entities 1-1,text,true,29888,258
1454952388342,273,Read all entries,200,OK,JPA: read all entities 1-1,text,true,29888,269
1454952388644,277,Read all entries,200,OK,JPA: read all entities 1-1,text,true,29888,270
1454952388957,266,Read all entries,200,OK,JPA: read all entities 1-1,text,true,29888,259
1454952389259,275,Read all entries,200,OK,JPA: read all entities 1-1,text,true,29888,271
1454952389562,292,Read all entries,200,OK,JPA: read all entities 1-1,text,true,29888,285
1454952389885,293,Read all entries,200,OK,JPA: read all entities 1-1,text,true,29888,281
1454952390213,285,Read all entries,200,OK,JPA: read all entities 1-1,text,true,29888,277
1454952390529,276,Read all entries,200,OK,JPA: read all entities 1-1,text,true,29888,269
